,id,original_title,title,original_language,overview,release_date,popularity,vote_count,vote_average,runtime,adult,genre_names
258,72571,Paranormal Activity 3,Paranormal Activity 3,en,"In 1988, young sisters Katie and Kristi befriend an invisible entity who resides in their home.",2011-10-19,55.508,1878,5.9,94,FALSE,"Horror, Mystery"
259,792657,Safer at Home,Safer at Home,en,"Two years into the pandemic, a group of friends throw an online party with a night of games, drinking and drugs. After taking an ecstasy pill, things go terribly wrong and the safety of their home becomes more terrifying than the raging chaos outside.",2021-02-26,55.177,116,5.5,82,FALSE,"Horror, Thriller"
260,842033,괴기맨숀,Ghost Mansion,ko,"Horror webtoon writer Ji-woo arrives at a shabby apartment called Gwanglim Mansion in search of ideas. The middle-aged caretaker with an expressionless facial expression unravels a bundle of strange events that happened in the apartment, and rooms 504, 708 The more Ji-woo hears the story, the more he becomes obsessed with the Ghost Mansion.",2021-06-30,55.108,94,7.3,106,FALSE,Horror
261,663,Saw IV,Saw IV,en,"Jigsaw and his apprentice Amanda are dead. Now, upon the news of Detective Kerry's murder, two seasoned FBI profilers, Agent Strahm and Agent Perez, arrive in the terrified community to assist the veteran Detective Hoffman in sifting through Jigsaw's latest grisly remains and piecing together the puzzle. However, when SWAT Commander Rigg is abducted and thrust into a game, the last officer untouched by Jigsaw has but ninety minutes to overcome a series of demented traps and save an old friend...or face the deadly consequences.",2007-10-25,54.942,3038,6.2,96,FALSE,"Crime, Horror, Thriller"
262,901385,Significant Other,Significant Other,en,"Ruth and Harry decide to take a romantic backpacking trip through the Pacific Northwest, but amongst the beautiful scenery, Ruth makes an unexpected discovery that sets her off on a strange, frightening new path. The couple aren't alone in the woods, and they might not be the same when they come out...if they come out.",2022-10-06,54.799,3,6.3,84,FALSE,"Horror, Science Fiction, Thriller"
263,576004,Porno,Porno,en,"When a group of naive teens working at a movie theater in a small Christian town discover a mysterious film hidden in its basement, they unleash an alluring succubus who gives them a sex education…written in blood.",2019-06-28,54.413,249,6.4,98,FALSE,"Comedy, Horror"
264,284303,"Ich seh, Ich seh",Goodnight Mommy,de,"In the heat of the summer lays a lonesome house in the countryside where nine year old twin brothers await their mother’s return.  When she comes home, bandaged after cosmetic surgery, nothing is like before and the children start to doubt whether this woman is actually who she says she is.",2014-10-07,54.063,1294,6.7,100,FALSE,"Drama, Horror, Mystery, Thriller"
265,480157,House of the Witch,House of the Witch,en,"A group of high-school kids set out to play a Halloween prank at an abandoned house, but once they enter they become victims of a demonic witch who has set her wrath upon them.",2017-10-07,53.773,120,4.7,90,FALSE,"Horror, TV Movie"
266,357096,I Spit on Your Grave III: Vengeance is Mine,I Spit on Your Grave III: Vengeance is Mine,en,"Jennifer Hills is still tormented by the brutal sexual assault she endured years ago. She’s changed identities and cities, reluctantly joining a support group where she begins to piece together a new life. But when her new friend’s murderer goes free and the tales of serial rapists haunt her, Jennifer will hunt down the men responsible and do what the system won’t – make them pay for their crimes in the most horrific ways imaginable. Only this time, no jury may be able to save her.",2015-10-01,53.578,781,5.7,91,FALSE,"Horror, Thriller"
267,300668,Annihilation,Annihilation,en,"A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.",2018-02-22,53.42,7378,6.4,115,FALSE,"Horror, Science Fiction"
268,340102,The New Mutants,The New Mutants,en,"Five young mutants, just discovering their abilities while held in a secret facility against their will, fight to escape their past sins and save themselves.",2020-08-26,53.323,2819,6.2,94,FALSE,"Action, Horror, Mystery, Science Fiction"
269,9793,The Hills Have Eyes 2,The Hills Have Eyes 2,en,A group of National Guard trainees find themselves battling against a vicious group of mutants on their last day of training in the desert.,2007-03-22,53.301,1175,5.5,89,FALSE,"Horror, Thriller"
270,1562,28 Weeks Later,28 Weeks Later,en,"The inhabitants of the British Isles have lost their battle against the onslaught of disease, as the deadly rage virus has killed every citizen there. Six months later, a group of Americans dare to set foot on the isles, convinced the danger has come and gone. But it soon becomes all too clear that the scourge continues to live, waiting to pounce on its next victims.",2007-04-26,53.104,3514,6.6,100,FALSE,"Horror, Science Fiction, Thriller"
271,300669,Don't Breathe,Don't Breathe,en,A group of teens break into a blind man's home thinking they'll get away with the perfect crime. They're wrong.,2016-06-08,53.069,6387,7,89,FALSE,"Horror, Thriller"
272,19912,The Final Destination,The Final Destination,en,"After a young man's premonition of a deadly race-car crash helps saves the lives of his peers, Death sets out to collect those who evaded their end.",2009-08-26,53.023,2670,5.6,82,FALSE,"Horror, Mystery"
273,263472,Knock Knock,Knock Knock,en,"When a devoted husband and father is left home alone for the weekend, two stranded young women unexpectedly knock on his door for help. What starts out as a kind gesture results in a dangerous seduction and a deadly game of cat and mouse.",2015-06-26,52.877,2621,5.3,99,FALSE,"Drama, Horror, Thriller"
274,676840,El amarre,El amarre,es,"A woman has a crush with a coworker and makes a ritual to make him fall in love with her, but things got a little out of hand when she messes with forces no one can control.",2021-10-21,52.743,89,7,77,FALSE,Horror
275,760883,Blood Red Sky,Blood Red Sky,de,"A woman with a mysterious illness is forced into action when a group of terrorists attempt to hijack a transatlantic overnight flight. In order to protect her son she will have to reveal a dark secret, and unleash the inner monster she has fought to hide.",2021-07-23,52.695,1230,7,121,FALSE,"Action, Horror, Thriller"
276,8643,The Exorcism of Emily Rose,The Exorcism of Emily Rose,en,"When a younger girl called Emily Rose dies, everyone puts blame on the exorcism which was performed on her by Father Moore prior to her death. The priest is arrested on suspicion of murder. The trial begins with lawyer Erin Bruner representing Moore, but it is not going to be easy, as no one wants to believe what Father Moore says is true.",2005-09-09,52.675,2333,6.5,122,FALSE,"Crime, Drama, Horror, Thriller"
277,512025,There's Someone Inside Your House,There's Someone Inside Your House,en,"As the countdown to graduation begins, students at Osborne High are being stalked by a maniac intent on exposing their darkest secrets to the entire town, terrorizing victims while wearing a life-like mask of their own face. With a mysterious past of her own, Makani and her friends must discover the killer's identity before they become victims themselves.",2021-09-24,52.537,476,5.6,96,FALSE,"Horror, Mystery, Thriller"
278,643586,Willy's Wonderland,Willy's Wonderland,en,"When his car breaks down, a quiet loner agrees to clean an abandoned family fun center in exchange for repairs. He soon finds himself waging war against possessed animatronic mascots while trapped inside Willy's Wonderland.",2021-02-12,52.535,603,6.1,88,FALSE,"Action, Comedy, Horror"
279,800497,Werewolves Within,Werewolves Within,en,"When a proposed pipeline creates hostilities between residents of a small town, a newly-arrived forest ranger must keep the peace after a snowstorm confines the townspeople to an old lodge. But when a mysterious creature begins terrorizing the group, their worst tendencies and prejudices rise to the surface, and it is up to the ranger to keep the residents alive, both from each other and the monster which plagues them.",2021-06-25,52.511,345,6.1,97,FALSE,"Comedy, Horror"
280,10987,Halloween: The Curse of Michael Myers,Halloween: The Curse of Michael Myers,en,"Six years ago, Michael Myers terrorized the town of Haddonfield, Illinois. He and his niece, Jamie Lloyd, have disappeared. Jamie was kidnapped by a bunch of evil druids who protect Michael Myers. And now, six years later, Jamie has escaped after giving birth to Michael's child. She runs to Haddonfield to get Dr. Loomis to help her again.",1995-09-29,52.474,840,5.2,88,FALSE,"Horror, Thriller"
281,645856,The Seventh Day,The Seventh Day,en,"A renowned exorcist teams up with a rookie priest for his first day of training. As they plunge deeper into hell on earth, the lines between good and evil blur, and their own demons emerge.",2021-03-26,52.293,206,5.4,87,FALSE,Horror
282,9378,Thir13en Ghosts,Thir13en Ghosts,en,"Arthur and his two children, Kathy and Bobby, inherit his Uncle Cyrus's estate: a glass house that serves as a prison to 12 ghosts. When the family, accompanied by Bobby's Nanny and an attorney, enter the house they find themselves trapped inside an evil machine ""designed by the devil and powered by the dead"" to open the Eye of Hell. Aided by Dennis, a ghost hunter, and his rival Kalina, a ghost rights activist out to set the ghosts free, the group must do what they can to get out of the house alive.",2001-10-26,52.197,1695,6.2,91,FALSE,"Horror, Thriller"
283,74997,The Human Centipede 2 (Full Sequence),The Human Centipede 2 (Full Sequence),en,"Inspired by the fictional Dr. Heiter, disturbed loner Martin dreams of creating a 12-person centipede and sets out to realize his sick fantasy.",2011-10-06,51.967,1067,4.8,91,FALSE,"Crime, Drama, Horror"
284,185341,[REC] 4: Apocalipsis,[REC]⁴ Apocalypse,es,"Ángela Vidal, the young television reporter who entered the building with the firemen, manages to make it out alive. But what the soldiers don't know is that she carries the seed of the strange infection. She is to be taken to a provisional quarantine facility, a high-security installation where she will have to stay in isolation for several days. An old oil tanker, miles off shore and surrounded by water on all sides, has been especially equipped for the quarantine.",2014-10-31,51.876,935,5.5,95,FALSE,"Horror, Thriller"
285,703745,Deep Blue Sea 3,Deep Blue Sea 3,en,"Dr. Emma Collins and her team are spending their third summer on the island of Little Happy studying the effect of climate change on the great white sharks who come to the nearby nursery every year to give birth. Along with the last two inhabitants of this former fishing village, their peaceful life is disrupted when a ""scientific"" team led by her ex-boyfriend and marine biologist Richard show up looking for three bull sharks who we soon learn aren't just any bull sharks.",2020-08-25,51.476,227,5.8,100,FALSE,"Action, Horror, Science Fiction"
286,698320,The Mad Hatter,The Mad Hatter,en,"An eccentric professor takes four of his students to the mansion of the “Mad Hatter”, an urban legend driven insane by mercury poisoning and grief. He says that there’s nothing to worry about now: the strange, shambling “caretakers” that haunt the home are merely servants that have fallen to inbreeding, and the Hatter himself has been dead for years. But as the students start disappearing one by one, those that remain start to question if the professor’s experiment is truly scientific...and if the Hatter didn’t just succumb to his madness, but decided to spread it...",2021-01-29,51.424,50,5.7,90,FALSE,"Horror, Thriller"
287,578,Jaws,Jaws,en,"When an insatiable great white shark terrorizes the townspeople of Amity Island, the police chief, an oceanographer and a grizzled shark hunter seek to destroy the blood-thirsty beast.",1975-06-20,51.381,8659,7.6,124,FALSE,"Adventure, Horror, Thriller"
288,622420,The Jack in the Box,The Jack in the Box,en,"When a vintage Jack-in-the-box is un-earthed and opened, it's new owners soon have reason to believe the creepy clown doll within has a life of it's own.",2019-11-09,51.256,243,5.9,87,FALSE,Horror
289,4233,Scream 2,Scream 2,en,"Two years after the terrifying events that occurred in Woodsboro, Sidney is now attending Windsor College in Cincinnati, and Gale Weathers' best selling book on Sidney's life has now been made into a major motion picture. When two college students are killed in a theatre while watching the new film 'Stab', Sidney knows deep down that history is repeating itself.",1997-12-12,51.026,3103,6.4,120,FALSE,"Horror, Mystery"
290,395,AVP: Alien vs. Predator,AVP: Alien vs. Predator,en,"When scientists discover something in the Arctic that appears to be a buried Pyramid, they send a research team out to investigate. Little do they know that they are about to step into a hunting ground where Aliens are grown as sport for the Predator race.",2004-08-12,50.996,3654,5.9,101,FALSE,"Action, Adventure, Horror, Science Fiction"
291,614696,#살아있다,#Alive,ko,"As a grisly virus rampages a city, a lone man stays locked inside his apartment, digitally cut off from seeking help and desperate to find a way out.",2020-06-24,50.907,1365,7.3,98,FALSE,"Action, Horror, Thriller"
292,1690,Hostel,Hostel,en,"Three backpackers head to a Slovakian city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them.",2005-09-17,50.839,3023,5.9,94,FALSE,Horror
293,623491,The Babysitter: Killer Queen,The Babysitter: Killer Queen,en,"Two years after defeating a satanic cult led by his babysitter Bee, Cole's trying to forget his past and focus on surviving high school. But when old enemies unexpectedly return, Cole will once again have to outsmart the forces of evil.",2020-09-10,50.778,1191,6.4,101,FALSE,"Comedy, Horror"
294,2668,Sleepy Hollow,Sleepy Hollow,en,New York detective Ichabod Crane is sent to Sleepy Hollow to investigate a series of mysterious deaths in which the victims are found beheaded. Locals believe the culprit to be none other than the legendary Headless Horseman.,1999-11-19,50.681,5700,7.2,105,FALSE,"Drama, Fantasy, Horror, Mystery, Thriller"
295,43593,Piranha 3D,Piranha 3D,en,"Each year the population of sleepy Lake Victoria, Arizona explodes from 5,000 to 50,000 residents for the annual Spring Break celebration. But then, an earthquake opens an underwater chasm, releasing an enormous swarm of ancient Piranha that have been dormant for thousands of years, now with a taste for human flesh. This year, there's something more to worry about than the usual hangovers and complaints from locals, a new type of terror is about to be cut loose on Lake Victoria.",2010-08-20,50.603,1829,5.4,88,FALSE,"Comedy, Horror"
296,7131,Van Helsing,Van Helsing,en,Famed monster slayer Gabriel Van Helsing is dispatched to Transylvania to assist the last of the Valerious bloodline in defeating Count Dracula. Anna Valerious reveals that Dracula has formed an unholy alliance with Dr. Frankenstein's monster and is hell-bent on exacting a centuries-old curse on her family.,2004-05-05,50.495,4987,6.3,132,FALSE,"Action, Adventure, Horror"
297,23988,Stan Helsing,Stan Helsing,en,"It's Halloween night and video store clerk Stan Helsing just got stuck with a last minute request to deliver some videos. With his best friend, his best friend's date, and a smoking hot ex-girlfriend waiting to go to a party, Stan convinces them to take a side trip to Stormy Night Estates for the drop. But the group gets locked inside and Stan discovers he's actually Stan Van Helsing, descendan",2009-10-27,50.368,386,4.2,90,FALSE,"Comedy, Horror"
298,59429,パラノーマル・アクティビティ 第2章 TOKYO NIGHT,Paranormal Activity: Tokyo Night,ja,"Koichi takes care of his sister, who has recently returned from a trip abroad in the United States as she is not well. While caring for her, he records evidence of ghosts in their home.",2010-11-20,50.297,360,6,91,FALSE,"Horror, Thriller"
299,270303,It Follows,It Follows,en,"When carefree teenager Jay sleeps with her older boyfriend for the first time, she learns that she is the latest recipient of a fatal curse that is passed from victim to victim via sexual intercourse. Death, Jay learns, will creep inexorably toward her as either a friend or a stranger. Jay's friends don't believe her seemingly paranoid ravings, until they too begin to see the phantom assassins and band together to help her defend herself.",2014-09-24,50.294,5456,6.6,101,FALSE,"Horror, Mystery"
300,119278,Smiley,Smiley,en,"After learning of an urban legend in which a demented serial killer named SMILEY can be summoned through the internet, mentally fragile Ashley must decide whether she is losing her mind or becoming Smiley's next victim.",2012-10-12,50.224,330,4.4,95,FALSE,Horror
301,347548,Containment,Containment,en,Neighbors in a block wake one morning to find they have been sealed inside their apartments. Can they work together to find out why? Or will they destroy each other in their fight to escape?,2015-07-09,50.172,156,5.9,77,FALSE,"Horror, Science Fiction, Thriller"
302,11281,Halloween II,Halloween II,en,"After failing to kill stubborn survivor Laurie and taking a bullet or six from former psychiatrist Dr. Sam Loomis, Michael Myers has followed Laurie to the Haddonfield Memorial Hospital, where she's been admitted for Myers' attempt on her life. The institution proves to be particularly suited to serial killers, however, as Myers cuts, stabs and slashes his way through hospital staff to reach his favorite victim.",1981-10-30,50.085,1591,6.5,92,FALSE,"Horror, Thriller"
303,109428,Evil Dead,Evil Dead,en,"Mia, a young woman struggling with sobriety, heads to a remote cabin with a group of friends where the discovery of a Book of the Dead unwittingly summon up dormant demons which possess the youngsters one-by-one.",2013-04-05,49.982,3758,6.5,96,FALSE,Horror
304,779202,Terapia do Medo,Insensate,pt,"A woman tries to help her twin sister, with whom she has a strong connection, recover from a trauma. But weird things surround their lives.",2021-08-04,49.877,74,6.7,84,FALSE,"Horror, Mystery, Thriller"
305,1691,Hostel: Part II,Hostel: Part II,en,"Three American college students studying abroad are lured to a Slovakian hostel, and discover the grim reality behind it.",2007-06-08,49.793,1645,5.8,93,FALSE,Horror
306,207768,I Spit on Your Grave 2,I Spit on Your Grave 2,en,"Naturally beautiful, Katie has just settled into New York where she, like many other young women, is trying to make it as a model. But what starts out as an innocent and simple photo shoot soon turns into something disturbingly unthinkable! Raped, tortured and kidnapped to a foreign country, Jessica is buried alive and left to die. Against all odds, she manages to escape. Severely injured, she will have to tap into the darkest places of the human psyche to not only survive, but to exact her revenge…",2013-08-25,49.755,1043,6.3,106,FALSE,"Crime, Horror, Thriller"
307,511987,Crawl,Crawl,en,"When a huge hurricane hits her hometown in Florida, Haley ignores evacuation orders to look for her father. After finding him badly wounded, both are trapped by the flood. With virtually no time to escape the storm, they discover that rising water levels are the least of their problems.",2019-07-11,49.607,2608,6.3,88,FALSE,"Action, Horror, Thriller"
308,170,28 Days Later,28 Days Later,en,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.",2002-10-31,49.268,5557,7.2,113,FALSE,"Horror, Science Fiction, Thriller"
309,9645,Ghost Ship,Ghost Ship,en,"After discovering a passenger ship missing since 1962 floating adrift on the Bering Sea, salvagers claim the vessel as their own. Once they begin towing the ghost ship towards harbor, a series of bizarre occurrences happen and the group becomes trapped inside the ship, which they soon learn is inhabited by a demonic creature.",2002-10-25,49.195,1978,5.9,91,FALSE,"Horror, Mystery, Thriller"
310,573680,The Banishing,The Banishing,en,"In the 1930s, a young reverend and his family are forced to confront their worst fears when they discover their new home holds a horrifying secret.",2021-04-29,49.121,89,5.4,97,FALSE,Horror
311,9730,Friday the 13th: The Final Chapter,Friday the 13th: The Final Chapter,en,"After being mortally wounded and taken to the morgue, murderer Jason Voorhees spontaneously revives and embarks on a killing spree as he makes his way back to his home at Crystal Lake.",1984-04-13,48.887,1013,6.1,91,FALSE,Horror
312,280092,Insidious: Chapter 3,Insidious: Chapter 3,en,"A twisted new tale of terror begins for a teenage girl and her family, and revealing more mysteries of the otherworldly realm, 'The Further'.",2015-05-28,48.653,2833,6.3,97,FALSE,"Drama, Horror, Thriller"
313,664168,Fat Ass Zombies,Fat Ass Zombies,en,"In a sleepy town, one man, a wannabe horror film director is about to have his life and the world he knows change forever. Finally, he gets the big break he has been waiting a lifetime for, but its not Hollywood knocking on his door.",2020-02-18,47.937,48,4.8,88,FALSE,"Comedy, Horror"
314,520023,Bodies Bodies Bodies,Bodies Bodies Bodies,en,"In an isolated family mansion, a group of rich 20-somethings decides to play Bodies Bodies Bodies, a game where one of them is secretly a ""killer"" while the rest tries to ""escape"". Things take a turn for the worse when real bodies start turning up, setting off a paranoid and dangerous chain of events.",2022-08-05,47.932,156,6.4,94,FALSE,"Comedy, Horror, Mystery"
315,11442,Halloween: Resurrection,Halloween: Resurrection,en,"Serial Killer Michael Myers is not finished with Laurie Strode, and their rivalry finally comes to an end. But is this the last we see of Myers? Freddie Harris and Nora Winston are reality programmers at DangerTainment, and are planning to send a group of 6 thrill-seeking teenagers into the childhood home of Myers. Cameras are placed all over the house and no one can get out of the house... and then Michael arrives home!",2002-07-01,47.79,1000,4.7,89,FALSE,"Horror, Thriller"
316,431075,Polaroid,Polaroid,en,"High school loner Bird Fitcher has no idea what dark secrets are tied to the mysterious Polaroid vintage camera she stumbles upon, but it doesn't take long to discover that those who have their picture taken meet a tragic end. Bird and her friends must survive one more night as they race to solve the mystery of the haunted Polaroid before it kills them all.",2019-01-10,47.575,842,6,88,FALSE,"Horror, Mystery, Thriller"
317,10320,The Ring Two,The Ring Two,en,Rachel Keller must prevent evil Samara from taking possession of her son's soul.,2005-03-17,47.482,1935,5.7,110,FALSE,"Drama, Horror, Thriller"
318,658558,劇場版 巨蟲列島,The Island of Giant Insects,ja,"After an airplane crash during a school trip, Oribe Mutsumi and her classmates were stranded on a seemingly deserted island. Mutsumi found the other survivors, and used her wilderness knowledge to help them. She expects that they will be rescued in about three days, which doesn't seem so long to endure. However, she didn't account for the fact that the island is populated with gigantic killer insects. Her knowledge of butterflies, wasps, and more may be the only thing that will help any of her classmates survive to be rescued!",2020-01-10,47.477,15,4.4,76,FALSE,"Adventure, Animation, Drama, Horror, Mystery"
319,119698,The Dinosaur Project,The Dinosaur Project,en,Found footage of an expedition into the Congo jungle where a team of explorers stumbles upon a colony of Dinosaurs.,2012-08-09,47.421,236,5.6,83,FALSE,"Action, Adventure, Horror"
